index,station_origin,station_destination,flows,population,jobs,distance
3408,Barking,Wood Lane,5,8200,1578,24554.13658
3409,Barking,Wood Street,2,8200,404,13394.311
3410,Barking,Woodford,4,8200,706,16128.07716
3411,Barking,Woodgrange Park,39,8200,242,2808.655162
3412,Barking,Woodside Park,3,8200,745,29484.44184
3413,Barkingside,Acton Town,0,1301,2202,34636.17643
3414,Barkingside,Aldgate,5,1301,7782,18903.2707
3415,Barkingside,Aldgate East,8,1301,7932,17466.84992
3416,Barkingside,Angel,8,1301,8103,21095.8011
3417,Barkingside,Archway,2,1301,2193,26847.93572
3418,Barkingside,Baker Street,8,1301,14973,24061.12281
3419,Barkingside,Balham,1,1301,3814,28410.26706
3420,Barkingside,Bank and Monument,76,1301,78549,19129.04185
3421,Barkingside,Barbican,9,1301,9134,19428.91498
3422,Barkingside,Barking,1,1301,7004,19236.0423
3423,Barkingside,Barons Court,1,1301,2956,29365.6454
3424,Barkingside,Bermondsey,4,1301,3172,20331.96567
3425,Barkingside,Bethnal Green,26,1301,4660,16386.50109
3426,Barkingside,Blackfriars,5,1301,10849,20366.79757
3427,Barkingside,Bond Street,19,1301,20967,23864.90613
3428,Barkingside,Borough,5,1301,3254,20530.36409
3429,Barkingside,Bow Road,2,1301,1193,15019.01146
3430,Barkingside,Brixton,2,1301,5084,25976.9924
3431,Barkingside,Bromley-by-Bow,5,1301,1613,14474.83296
3432,Barkingside,Camden Town,3,1301,6348,23811.83295
3433,Barkingside,Canada Water,8,1301,20443,19342.44875
3434,Barkingside,Canary Wharf,48,1301,58772,17071.75222
3435,Barkingside,Canning Town,12,1301,15428,14957.66816
3436,Barkingside,Chancery Lane,49,1301,15391,21073.71789
3437,Barkingside,Charing Cross,2,1301,7016,22253.76319
3438,Barkingside,Chigwell,0,1301,148,4501.974743
3439,Barkingside,Clapham Common,2,1301,2020,25985.31423
3440,Barkingside,Colindale,0,1301,2081,34208.64988
3441,Barkingside,Colliers Wood,0,1301,865,31740.81361
3442,Barkingside,Covent Garden,3,1301,4355,22272.14217
3443,Barkingside,Dagenham Heathway,0,1301,1108,23958.69547
3444,Barkingside,Debden,6,1301,865,14304.26508
3445,Barkingside,Dollis Hill,1,1301,847,29997.13435
3446,Barkingside,Ealing Broadway,2,1301,4846,36741.43185
3447,Barkingside,Earl's Court,3,1301,6613,27860.84734
3448,Barkingside,East Acton,1,1301,1505,32132.5156
3449,Barkingside,East Ham,2,1301,2062,16813.74738
3450,Barkingside,Edgware,0,1301,772,37033.20161
3451,Barkingside,Edgware Road,2,1301,6868,25095.96318
3452,Barkingside,Elephant & Castle,7,1301,6427,21351.50424
3453,Barkingside,Embankment,3,1301,10220,21913.43237
3454,Barkingside,Epping,1,1301,498,20251.85993
3455,Barkingside,Euston,5,1301,16800,22438.23414
3456,Barkingside,Euston Square,6,1301,8093,22614.34315
3457,Barkingside,Fairlop,0,1301,182,1168.729836
3458,Barkingside,Farringdon,12,1301,25592,19889.82493
3459,Barkingside,Finchley Central,1,1301,1921,32557.71772
3460,Barkingside,Finchley Road,0,1301,3417,27306.07995
3461,Barkingside,Finsbury Park,2,1301,6769,21050.35542
3462,Barkingside,Fulham Broadway,1,1301,4200,29370.99841
3463,Barkingside,Gants Hill,7,1301,601,3488.311543
3464,Barkingside,Gloucester Road,4,1301,5194,26950.72612
3465,Barkingside,Golders Green,2,1301,1871,29407.44005
3466,Barkingside,Goodge Street,1,1301,6457,23080.73563
3467,Barkingside,Grange Hill,0,1301,76,3155.062012
3468,Barkingside,Great Portland Street,4,1301,6936,23234.30337
3469,Barkingside,Green Park,8,1301,26754,23603.19772
3470,Barkingside,Greenford,0,1301,1157,39593.6486
3471,Barkingside,Gunnersbury,0,1301,4775,33960.9522
3472,Barkingside,Hainault,3,1301,356,2047.413402
3473,Barkingside,Hammersmith,8,1301,18250,30259.47749
3474,Barkingside,Hanger Lane,1,1301,1493,35767.32826
3475,Barkingside,Harrow-on-the-Hill,1,1301,3019,37591.88412
3476,Barkingside,Heathrow Terminals 2 & 3,0,1301,2406,49117.21472
3477,Barkingside,Hendon Central,2,1301,1878,32056.1365
3478,Barkingside,High Street Kensington,2,1301,5427,27955.84491
3479,Barkingside,Highbury & Islington,0,1301,25385,18993.01146
3480,Barkingside,Holborn,41,1301,22346,21639.2016
3481,Barkingside,Holland Park,0,1301,2063,27963.15057
3482,Barkingside,Holloway Road,1,1301,1696,22489.81725
3483,Barkingside,Hounslow West,0,1301,401,43900.99012
3484,Barkingside,Hyde Park Corner,1,1301,2410,24383.08702
3485,Barkingside,Kentish Town,2,1301,3404,25089.7986
3486,Barkingside,Kew Gardens,0,1301,792,35741.23312
3487,Barkingside,Kilburn,0,1301,1953,27565.96703
3488,Barkingside,King's Cross St. Pancras,16,1301,33330,21574.86447
3489,Barkingside,Knightsbridge,6,1301,6821,24967.04061
3490,Barkingside,Lambeth North,0,1301,1319,22245.68535
3491,Barkingside,Lancaster Gate,8,1301,1820,25766.94455
3492,Barkingside,Leicester Square,2,1301,8847,22637.67347
3493,Barkingside,Leyton,12,1301,1447,9457.734972
3494,Barkingside,Leytonstone,21,1301,1844,7793.891412
3495,Barkingside,Liverpool Street,111,1301,61122,18287.53917
3496,Barkingside,London Bridge,28,1301,29930,20015.77022
3497,Barkingside,Loughton,1,1301,655,12252.14799
3498,Barkingside,Marble Arch,12,1301,6145,24548.34237
3499,Barkingside,Marylebone,2,1301,4250,24599.42114
3500,Barkingside,Mile End,19,1301,3759,14394.07929
3501,Barkingside,Moorgate,1,1301,24574,18721.62662
3502,Barkingside,Morden,0,1301,1447,34352.52805
3503,Barkingside,Mornington Crescent,1,1301,2927,23221.62274
3504,Barkingside,Neasden,1,1301,732,30782.71736
3505,Barkingside,Newbury Park,15,1301,559,1130.554422
3506,Barkingside,North Acton,1,1301,3168,33313.03491
3507,Barkingside,North Greenwich,8,1301,6276,16757.61094
3508,Barkingside,Northwick Park,1,1301,1713,36288.75226
3509,Barkingside,Notting Hill Gate,2,1301,5490,27263.4171
3510,Barkingside,Old Street,8,1301,15897,19575.14634
3511,Barkingside,Oval,1,1301,2544,23106.23032
3512,Barkingside,Oxford Circus,29,1301,44368,23310.56557
3513,Barkingside,Paddington,6,1301,20198,25884.59446
3514,Barkingside,Parsons Green,0,1301,2711,30073.33674
3515,Barkingside,Piccadilly Circus,5,1301,13641,22825.57163
3516,Barkingside,Pimlico,1,1301,5585,25260.28941
3517,Barkingside,Plaistow,1,1301,1049,14192.42291
3518,Barkingside,Putney Bridge,0,1301,2494,31067.79909
3519,Barkingside,Queen's Park,0,1301,2167,28310.53787
3520,Barkingside,Queensway,3,1301,1882,26625.09417
3521,Barkingside,Redbridge,3,1301,198,4946.055304
3522,Barkingside,Regent's Park,2,1301,3364,24288.61619
3523,Barkingside,Richmond,0,1301,5397,37909.39639
3524,Barkingside,Roding Valley,1,1301,84,6690.634108
3525,Barkingside,Russell Square,4,1301,5172,22345.63592
3526,Barkingside,Shepherd's Bush,10,1301,9890,28874.82999
3527,Barkingside,Sloane Square,2,1301,8229,25026.17027
3528,Barkingside,Snaresbrook,1,1301,512,9452.042029
3529,Barkingside,South Kensington,11,1301,15325,26199.39264
3530,Barkingside,South Wimbledon,0,1301,1361,32819.28174
3531,Barkingside,South Woodford,4,1301,766,9795.019157
3532,Barkingside,Southwark,5,1301,10326,21114.11931
3533,Barkingside,St. James's Park,13,1301,13339,23083.10566
3534,Barkingside,St. John's Wood,2,1301,3982,26200.05291
3535,Barkingside,St. Paul's,54,1301,13446,19978.56669
3536,Barkingside,Stanmore,0,1301,983,40411.62691
3537,Barkingside,Stepney Green,4,1301,1879,15423.35167
3538,Barkingside,Stockwell,0,1301,1623,24390.25485
3539,Barkingside,Stratford,211,1301,55954,11589.0779
3540,Barkingside,Swiss Cottage,1,1301,2598,27169.9932
3541,Barkingside,Temple,1,1301,6780,21118.83837
3542,Barkingside,Tooting Broadway,1,1301,4506,30460.39392
3543,Barkingside,Tottenham Court Road,27,1301,19126,22436.26326
3544,Barkingside,Tower Hill,11,1301,8286,18306.0839
3545,Barkingside,Upminster,0,1301,1132,30879.53395
3546,Barkingside,Upton Park,3,1301,1642,15513.50155
3547,Barkingside,Uxbridge,1,1301,4316,48876.83196
3548,Barkingside,Vauxhall,12,1301,16242,25897.11056
3549,Barkingside,Victoria,24,1301,33251,23860.41126
3550,Barkingside,Wanstead,9,1301,419,6126.440861
3551,Barkingside,Warren Street,3,1301,17309,22984.43535
3552,Barkingside,Warwick Avenue,1,1301,1174,26817.2204
3553,Barkingside,Waterloo,30,1301,23466,21671.9963
3554,Barkingside,Wembley Park,2,1301,5759,33135.8833
3555,Barkingside,West Brompton,3,1301,5859,28428.23653
3556,Barkingside,West Ham,1,1301,5487,13262.58741
3557,Barkingside,Westminster,10,1301,15466,22522.35632
3558,Barkingside,White City,7,1301,5966,30175.33108
3559,Barkingside,Whitechapel,45,1301,17633,16503.51585
3560,Barkingside,Wood Green,1,1301,2146,25418.95403
3561,Barkingside,Woodford,2,1301,706,8083.064241
3562,Barons Court,Acton Town,28,4052,2202,5270.531026
3563,Barons Court,Aldgate,1,4052,7782,11673.52079
3564,Barons Court,Aldgate East,31,4052,7932,11915.56798
3565,Barons Court,Alperton,10,4052,741,10243.61897
3566,Barons Court,Amersham,0,4052,256,42726.12322
3567,Barons Court,Angel,22,4052,8103,10581.08148
3568,Barons Court,Archway,3,4052,2193,12947.09466
3569,Barons Court,Arnos Grove,0,4052,748,20718.50142
3570,Barons Court,Arsenal,2,4052,315,12717.46971
3571,Barons Court,Baker Street,18,4052,14973,8238.644648
3572,Barons Court,Balham,2,4052,3814,13257.30846
3573,Barons Court,Bank and Monument,106,4052,78549,10236.60355
3574,Barons Court,Barbican,10,4052,9134,11719.67114
3575,Barons Court,Barking,3,4052,7004,23807.74112
3576,Barons Court,Barkingside,0,4052,262,29365.6454
3577,Barons Court,Bayswater,2,4052,615,4516.351953
3578,Barons Court,Becontree,0,4052,456,27102.1935
3579,Barons Court,Belsize Park,4,4052,2255,11942.86999
3580,Barons Court,Bermondsey,9,4052,3172,11536.25166
3581,Barons Court,Bethnal Green,5,4052,4660,13486.39824
3582,Barons Court,Blackfriars,83,4052,10849,9067.311115
3583,Barons Court,Blackhorse Road,0,4052,2955,19463.85569
3584,Barons Court,Bond Street,47,4052,20967,6979.823279
3585,Barons Court,Borough,2,4052,3254,9963.018988
3586,Barons Court,Boston Manor,20,4052,892,8782.267676
3587,Barons Court,Bounds Green,0,4052,778,19364.25893
3588,Barons Court,Bow Road,1,4052,1193,15613.27077
3589,Barons Court,Brent Cross,0,4052,450,17021.6881
3590,Barons Court,Brixton,8,4052,5084,10824.0338
3591,Barons Court,Bromley-by-Bow,3,4052,1613,16622.04068
3592,Barons Court,Buckhurst Hill,0,4052,228,28591.28961
3593,Barons Court,Burnt Oak,0,4052,649,21614.23087
3594,Barons Court,Caledonian Road,6,4052,1803,11435.46313
3595,Barons Court,Camden Town,14,4052,6348,9910.991899
3596,Barons Court,Canada Water,8,4052,20443,12525.76858
3597,Barons Court,Canary Wharf,127,4052,58772,15127.63486
3598,Barons Court,Canning Town,3,4052,15428,17671.82346
3599,Barons Court,Cannon Street,45,4052,4698,9975.754117
3600,Barons Court,Canons Park,0,4052,526,24621.36343
3601,Barons Court,Chalk Farm,2,4052,1329,10904.76905
3602,Barons Court,Chancery Lane,36,4052,15391,8547.184041
3603,Barons Court,Charing Cross,2,4052,7016,7180.345492
3604,Barons Court,Chiswick Park,25,4052,1517,3998.361784
3605,Barons Court,Clapham Common,1,4052,2020,10832.35563
3606,Barons Court,Clapham North,0,4052,1238,10189.59814
3607,Barons Court,Clapham South,1,4052,1513,12084.67386
3608,Barons Court,Cockfosters,2,4052,262,25907.2732
3609,Barons Court,Colindale,2,4052,2081,20307.80882
3610,Barons Court,Colliers Wood,0,4052,865,16587.85501
3611,Barons Court,Covent Garden,61,4052,4355,7348.759757
3612,Barons Court,Dagenham East,0,4052,649,29809.62207
3613,Barons Court,Dagenham Heathway,0,4052,1108,28530.39428
3614,Barons Court,Debden,0,4052,865,32478.8811
3615,Barons Court,Dollis Hill,0,4052,847,15626.54035
3616,Barons Court,Ealing Broadway,59,4052,4846,7862.450938
3617,Barons Court,Ealing Common,16,4052,915,6297.153855
3618,Barons Court,Earl's Court,33,4052,6613,1504.798065
3619,Barons Court,East Acton,0,4052,1505,7307.904989
3620,Barons Court,East Finchley,1,4052,1253,16286.32012
3621,Barons Court,East Ham,0,4052,2062,21385.44619
3622,Barons Court,East Putney,5,4052,1877,5770.315405
3623,Barons Court,Eastcote,0,4052,364,18631.40961
3624,Barons Court,Edgware,0,4052,772,23132.36055
3625,Barons Court,Edgware Road,9,4052,6868,7203.80428
3626,Barons Court,Elephant & Castle,11,4052,6427,9263.058445
3627,Barons Court,Elm Park,0,4052,269,32105.41042
3628,Barons Court,Embankment,34,4052,10220,7520.676313
3629,Barons Court,Epping,0,4052,498,38426.47594
3630,Barons Court,Euston,23,4052,16800,8537.393089
3631,Barons Court,Euston Square,2,4052,8093,9685.424311
3632,Barons Court,Farringdon,17,4052,25592,11258.7612
3633,Barons Court,Finchley Central,4,4052,1921,18656.87666
3634,Barons Court,Finchley Road,2,4052,3417,11773.2819
3635,Barons Court,Finsbury Park,10,4052,6769,13490.2224
3636,Barons Court,Fulham Broadway,9,4052,4200,3014.949134
3637,Barons Court,Gants Hill,0,4052,601,25877.33386
3638,Barons Court,Gloucester Road,77,4052,5194,2414.919279
3639,Barons Court,Golders Green,1,4052,1871,15506.599
3640,Barons Court,Goldhawk Road,5,4052,370,1899.421421
3641,Barons Court,Goodge Street,24,4052,6457,8213.641199
3642,Barons Court,Great Portland Street,1,4052,6936,9065.464093
3643,Barons Court,Green Park,247,4052,26754,5830.910966
3644,Barons Court,Greenford,0,4052,1157,14769.03799
3645,Barons Court,Gunnersbury,62,4052,4775,4595.306801
3646,Barons Court,Hainault,0,4052,356,31413.0588
3647,Barons Court,Hammersmith,143,4052,18250,893.8320859
3648,Barons Court,Hampstead,2,4052,2010,13120.87309
3649,Barons Court,Harlesden,0,4052,1668,9100.785483
3650,Barons Court,Harrow-on-the-Hill,2,4052,3019,19418.03636
3651,Barons Court,Hatton Cross,26,4052,1219,17338.81838
3652,Barons Court,Heathrow Terminal 4,6,4052,693,19215.15107
3653,Barons Court,Heathrow Terminal 5,14,4052,975,22206.8478
3654,Barons Court,Heathrow Terminals 2 & 3,28,4052,2406,19751.56932
3655,Barons Court,Hendon Central,4,4052,1878,18155.29544
3656,Barons Court,High Barnet,1,4052,953,24909.87415
3657,Barons Court,High Street Kensington,5,4052,5427,2805.658177
3658,Barons Court,Highbury & Islington,14,4052,25385,11982.61577
3659,Barons Court,Highgate,1,4052,856,14537.29946
3660,Barons Court,Hillingdon,0,4052,318,23346.62682
3661,Barons Court,Holborn,189,4052,22346,7981.700329
3662,Barons Court,Holland Park,0,4052,2063,4466.037175
3663,Barons Court,Holloway Road,8,4052,1696,12050.76057
3664,Barons Court,Hornchurch,0,4052,451,33649.73764
3665,Barons Court,Hounslow Central,9,4052,708,13056.26102
3666,Barons Court,Hounslow East,8,4052,843,12310.57664
3667,Barons Court,Hounslow West,4,4052,401,14535.34472
3668,Barons Court,Hyde Park Corner,56,4052,2410,5051.021665
3669,Barons Court,Ickenham,0,4052,282,22222.18962
3670,Barons Court,Kennington,1,4052,1161,9453.847623
3671,Barons Court,Kentish Town,5,4052,3404,11188.95754
3672,Barons Court,Kew Gardens,10,4052,792,6375.58772
3673,Barons Court,Kilburn,0,4052,1953,13195.37303
3674,Barons Court,Kilburn Park,0,4052,823,8987.193036
3675,Barons Court,King's Cross St. Pancras,135,4052,33330,9400.762763
3676,Barons Court,Kingsbury,1,4052,1018,21682.06086
3677,Barons Court,Knightsbridge,69,4052,6821,4467.068077
3678,Barons Court,Ladbroke Grove,9,4052,2131,4078.416409
3679,Barons Court,Lambeth North,5,4052,1319,8267.338162
3680,Barons Court,Latimer Road,3,4052,1109,3418.835874
3681,Barons Court,Leicester Square,82,4052,8847,6983.228458
3682,Barons Court,Leyton,0,4052,1447,19907.91043
3683,Barons Court,Leytonstone,1,4052,1844,21571.75399
3684,Barons Court,Liverpool Street,100,4052,61122,11078.10623
3685,Barons Court,London Bridge,64,4052,29930,9448.425121
3686,Barons Court,Loughton,0,4052,655,30426.76401
3687,Barons Court,Maida Vale,0,4052,949,8135.411513
3688,Barons Court,Manor House,3,4052,1311,14606.33603
3689,Barons Court,Mansion House,78,4052,7815,9727.575411
3690,Barons Court,Marble Arch,1,4052,6145,6481.378449
3691,Barons Court,Marylebone,5,4052,4250,7806.687623
3692,Barons Court,Mile End,3,4052,3759,14988.33861
3693,Barons Court,Mill Hill East,0,4052,681,20179.0791
3694,Barons Court,Moorgate,14,4052,24574,11013.43301
3695,Barons Court,Morden,0,4052,1447,19199.56946
3696,Barons Court,Mornington Crescent,9,4052,2927,9320.781687
3697,Barons Court,Neasden,0,4052,732,16412.12336
3698,Barons Court,Newbury Park,0,4052,559,28235.09098
3699,Barons Court,North Acton,7,4052,3168,8488.424305
3700,Barons Court,North Ealing,3,4052,332,7221.562309
3701,Barons Court,North Greenwich,4,4052,6276,16957.41815
3702,Barons Court,Northfields,28,4052,864,7851.415531
3703,Barons Court,Northolt,0,4052,663,16587.50425
3704,Barons Court,Northwick Park,6,4052,1713,20721.16822
3705,Barons Court,Notting Hill Gate,6,4052,5490,3766.303712
3706,Barons Court,Oakwood,1,4052,423,24563.29486
3707,Barons Court,Old Street,57,4052,15897,11866.95273
3708,Barons Court,Osterley,11,4052,521,11343.08197
3709,Barons Court,Oval,2,4052,2544,10369.00531
3710,Barons Court,Oxford Circus,71,4052,44368,6841.477441
3711,Barons Court,Paddington,26,4052,20198,6415.173003
3712,Barons Court,Park Royal,50,4052,1552,8321.22076
3713,Barons Court,Parsons Green,10,4052,2711,3717.287465
3714,Barons Court,Perivale,1,4052,532,13172.60287
3715,Barons Court,Piccadilly Circus,173,4052,13641,6608.537053
3716,Barons Court,Pimlico,12,4052,5585,6905.112294
3717,Barons Court,Plaistow,0,4052,1049,18764.12172
3718,Barons Court,Preston Road,0,4052,411,20185.02446
3719,Barons Court,Putney Bridge,1,4052,2494,4711.749814
3720,Barons Court,Queen's Park,0,4052,2167,9797.023987
3721,Barons Court,Queensbury,0,4052,439,22928.05609
3722,Barons Court,Ravenscourt Park,36,4052,1895,1733.935004
3723,Barons Court,Rayners Lane,0,4052,426,16812.05523
3724,Barons Court,Redbridge,0,4052,198,24419.5901
3725,Barons Court,Regent's Park,21,4052,3364,7819.528069
3726,Barons Court,Richmond,111,4052,5397,8543.750984
3727,Barons Court,Rickmansworth,0,4052,937,32276.25654
3728,Barons Court,Royal Oak,3,4052,856,5853.760583
3729,Barons Court,Ruislip,0,4052,257,20436.53464
3730,Barons Court,Ruislip Manor,0,4052,408,19757.64866
3731,Barons Court,Russell Square,66,4052,5172,8688.134644
3732,Barons Court,Seven Sisters,7,4052,10191,16896.11079
3733,Barons Court,Shepherd's Bush Market,2,4052,416,2338.710844
3734,Barons Court,Sloane Square,33,4052,8229,4339.47513
3735,Barons Court,Snaresbrook,1,4052,512,23229.90461
3736,Barons Court,South Ealing,11,4052,670,7398.47024
3737,Barons Court,South Harrow,6,4052,387,15006.49853
3738,Barons Court,South Kensington,176,4052,15325,3166.252759
3739,Barons Court,South Woodford,0,4052,766,24545.72534
3740,Barons Court,Southfields,1,4052,1351,7401.2035
3741,Barons Court,Southgate,1,4052,874,22697.65
3742,Barons Court,Southwark,35,4052,10326,8350.076036
3743,Barons Court,St. James's Park,48,4052,13339,6282.53974
3744,Barons Court,St. John's Wood,6,4052,3982,10377.57474
3745,Barons Court,St. Paul's,36,4052,13446,9642.335238
3746,Barons Court,Stamford Brook,10,4052,784,2443.224558
3747,Barons Court,Stanmore,1,4052,983,26041.03291
3748,Barons Court,Stepney Green,2,4052,1879,13959.06623
3749,Barons Court,Stockwell,4,4052,1623,9237.296257
3750,Barons Court,Stratford,17,4052,55954,17776.5675
3751,Barons Court,Sudbury Hill,7,4052,277,13521.03287
3752,Barons Court,Sudbury Town,5,4052,218,11903.97625
3753,Barons Court,Swiss Cottage,3,4052,2598,11347.51503
3754,Barons Court,Temple,42,4052,6780,8315.270315
3755,Barons Court,Tooting Bec,0,4052,1239,14232.47388
3756,Barons Court,Tooting Broadway,1,4052,4506,15307.43532
3757,Barons Court,Tottenham Court Road,23,4052,19126,7569.168829
3758,Barons Court,Tottenham Hale,5,4052,3239,18049.64996
3759,Barons Court,Totteridge & Whetstone,0,4052,287,22317.24365
